id_news|diario|title|snippet|time|year|svm_prediction
ecuador_elcomercio_2015_38|El Comercio|El apagón detuvo el inicio del Ecuador Open Quito|A las 18:30 de este lunes 2 de febrero arrancó el primer partido del cuadro principal del Ecuador Open Quito entre el argentino Horacio Zeballos (puesto 124 ...|2 Feb. 2015|2015|polit
ecuador_elcomercio_2015_39|El Comercio|Ecuador se posiciona en el ranking tributario|Ecuador aparece entre los países que tienen la mayor tasa de Impuesto a la Herencia en el mundo. El Gobierno anunció que remitirá en los próximos días una ...|3 Jun. 2015|2015|economi
ecuador_elcomercio_2015_40|El Comercio|Ecuador no descarta acudir a Corte Suprema de EE.UU. por caso ...|La Procuraduría de Ecuador advirtió el martes 4 de agosto, que evalúa acudir a la Corte Suprema de Estados Unidos por el fallo de una Corte de Columbia que ...|4 ago. 2015|2015|crime
ecuador_elcomercio_2015_41|El Comercio|Dos horas y 40 minutos duró la 'Asamblea Popular'|En el parque El Arbolito, en el centro norte de Quito, se realizó la 'Asamblea Popular', que reunió a diversos movimientos sociales. Se escuchó por dos horas y ...|21 ago. 2015|2015|polit
ecuador_elcomercio_2015_42|El Comercio|Primer pago de Ecuador a la Oxy estaría financiado|El presidente de Ecuador, Rafael Correa, aseguró hoy 11 de diciembre del 2015 que el Estado tiene la financiación suficiente para cubrir un primer pago a la ...|11 dic. 2015|2015|economi
ecuador_elcomercio_2015_43|El Comercio|La Selección de Ecuador ascendió 10 puestos en el 'ranking' FIFA|La FIFA publicó el 'ranking' mensual de las selecciones alrededor del mundo, y en ese listado la Selección ecuatoriana de fútbol ascendió 10 puestos, gracias ...|5 Nov. 2015|2015|economi
ecuador_elcomercio_2015_44|El Comercio|La inflación del 2014 fue 3,67% en Ecuador|Ecuador cerró el 2014 con una inflación de 3,67% anual, lo que representa un incremento frente al 2,70% registrado en el 2013. Esta información la hizo ...|8 ene. 2015|2015|economi
ecuador_elcomercio_2015_45|El Comercio (Ecuador)|Unesco aceptó varias candidaturas, entre ellas una de Ecuador, al ...|Tradiciones de Argentina, Colombia, Ecuador, Perú y Venezuela fueron aceptadas por el Comité para la Salvaguarda del Patrimonio Cultural Inmaterial de la ...|23 Nov. 2015|2015|economi
ecuador_elcomercio_2015_46|El Comercio|Ecuador y Bielorrusia impulsan cooperación para un desarrollo ...|Espinosa explicó que en 2013 Ecuador y Bielorrusia acordaron crear una ... varios instrumentos en materia de ciencia y tecnología, comercio exterior, minería, ...|11 Feb. 2015|2015|economi
ecuador_elcomercio_2015_47|El Comercio|Presunta terrorista que asoló París estuvo 6 meses en Ecuador, según ...|La presunta terrorista, identificada como Al Sakhadi Seham, de nacionalidad siria, hizo una escala en Bogotá adonde llegó desde Ecuador, país en el que ...|19 Nov. 2015|2015|crime
ecuador_elcomercio_2015_48|El Comercio|Cuarto helicóptero Dhruv se accidentó en Napo|Otro helicóptero Dhruv de la Fuerza Aérea Ecuatoriana (FAE) se accidentó la mañana de hoy, 27 de enero del 2015, en Tena (Napo). Este es el segundo ...|27 ene. 2015|2015|crime
ecuador_elcomercio_2015_49|El Comercio|Los trabajadores anuncian una huelga nacional que paralizará las ...|Mesías Tatamuez, presidente de la Confederación Ecuatoriana de Organizaciones Clasistas Unitarias de Trabajadores (Cedocut), anunció el martes 18 de ...|18 ago. 2015|2015|polit
ecuador_elcomercio_2015_50|El Comercio|Presidente Rafael Correa defiende la explotación petrolera en la ...|El presidente Rafael Correa defendió este lunes (28 de septiembre del 2015) ante la ONU la explotación de petróleo en la Amazonía ecuatoriana, pero expresó ...|28 Sep. 2015|2015|polit
ecuador_elcomercio_2015_51|El Comercio|La Selección de Ecuador ya tiene los 23 que irán a la Copa América|En un inicio, Víctor Mestanza, jefe de prensa de la Federación Ecuatoriana de Fútbol (FEF), anticipó que no habría preguntas para la intervención del ...|1 Jun. 2015|2015|polit
ecuador_elcomercio_2015_52|El Comercio|Presidente Correa ve necesario analizar la continuidad del país en la ...|"El presidente de Ecuador, Rafael Correa, dijo hoy, 10 de febrero de 2015, que ... ""golpeada de muerte"" con la firma de tratados de libre comercio con Estados ..."|10 Feb. 2015|2015|polit
ecuador_elcomercio_2015_53|El Comercio|El ATP 250 es un evento All you need Ecuador|El ATP 250 Ecuador Open Quito también tiene la marca país. La leyenda All you need is Ecuador se puede leer en las cuatro canchas oficiales donde se ...|2 Feb. 2015|2015|polit
ecuador_elcomercio_2015_54|El Comercio|Bruce Dickinson y el impulso para los negocios|“Quiero hacerles una pregunta: ¿ustedes son campuseros?”. Con esta interrogante, el ocalista del grupo de 'heavy metal' Iron Maiden, Bruce Dickinson, abrió ...|1 Oct. 2015|2015|economi
ecuador_elcomercio_2015_55|El Comercio|Ecuador contestó a Chevron sobre supuesto fraude procesal|Diego García, procurador del Estado, señaló que la prueba forense del Ecuador, que incluye la pericia de las computadoras del Juez que dictó la sentencia del ...|12 May. 2015|2015|polit
ecuador_elcomercio_2015_56|El Comercio|Corte IDH condena a Ecuador por caso de niña infectada con VIH en ...|La Corte Interamericana de Derechos Humanos (Corte IDH) emitió hoy, 18 de septiembre, un fallo en el que condena al Estado ecuatoriano por la violación a ...|18 Sep. 2015|2015|crime
ecuador_elcomercio_2015_57|El Comercio|Los nacionalizados vuelven a la Tri|“Hace un año ustedes (Diario EL COMERCIO) justamente me hicieron una entrevista y me tomaron fotos con la bandera de Ecuador por mi naturalización, ...|16 Mar. 2015|2015|polit
ecuador_elcomercio_2015_58|El Comercio|Ecuador se promociona en la mayor feria minera|A las 10:00 de hoy lunes 2 de marzo del 2015 se dio inicio al Día del Ecuador (Ecuadorian Day) en la feria minera internacional PDAC 2015 en Toronto ...|2 Mar. 2015|2015|economi
ecuador_elcomercio_2015_59|El Comercio (Ecuador)|La CorteIDH condenó al Ecuador por la muerte de un menor de 16 años|Por su parte, la versión que brindó el policía en los tribunales del Ecuador expresa que, efectivamente, llegó al lugar, que peleó con uno de los jóvenes, pero ...|22 dic. 2015|2015|crime
ecuador_elcomercio_2015_60|El Comercio|FF.AA. dicen que ataque a un soldado ecuatoriano en frontera es un ...|La mañana de este lunes 20 de abril del 2015, las Fuerzas Armadas de Ecuador emitieron un comunicado sobre el militar herido en la frontera con Colombia.|20 abr. 2015|2015|crime
ecuador_elcomercio_2015_61|El Comercio|Rafael Correa desata ira empresarial en Ecuador con plan de ...|El presidente Rafael Correa desató como pocas veces la molestia del sector empresarial en Ecuador con un proyecto para elevar los impuestos a las herencias ...|7 Jun. 2015|2015|economi
ecuador_elcomercio_2015_62|El Comercio|Tribunal arbitral reconoce argumentos de Ecuador en litigio contra ...|El Tribunal Arbitral que conoce el caso Chevron III contra el Ecuador emitió hoy jueves 12 de marzo del 2015 un dictamen que reconoce parte de los ...|12 Mar. 2015|2015|polit
ecuador_elcomercio_2015_63|El Comercio|La inflación anual en Ecuador llega al 4,55%|La inflación en mayo de 2015 se ubicó en 0,18% según el último reporte de inflación del Instituto Nacional de Estadística y Censos (INEC). Hasta mayo pasado ...|4 Jun. 2015|2015|economi
ecuador_elcomercio_2015_64|El Comercio|Ecuador ganó 3 de los 7 premios Latinoamérica Verde|Uno de los reconocimientos más destacados fue el de la Asociación de Mujeres Waorani del Ecuador, de Puyo. Esta agrupación ganó el premio con el ...|26 Sep. 2015|2015|crime
ecuador_elcomercio_2015_65|El Comercio (Ecuador)|Ecuador inicia mañana su primer juicio por crímenes de lesa humanidad|La Corte Nacional de Justicia de Ecuador iniciará este lunes, 9 de noviembre de 2015, el primer juicio en el país por crímenes de lesa humanidad, en el que ...|8 Nov. 2015|2015|crime
ecuador_elcomercio_2015_66|El Comercio|La CAN determinó que Ecuador aún no puede aplicar las ...|La CAN determinó que Ecuador aún no puede aplicar las salvaguardias a Colombia y Perú ... las salvaguardias cambiarias que Ecuador busca aplicar a Perú y Colombia ... El pasado 29 de diciembre del 2014 el Comité de Comercio Exterior ...|6 ene. 2015|2015|health
ecuador_elcomercio_2015_67|El Comercio|15 hitos del caso 'valija diplomática'|Tres años después de que la Policía italiana encontrara la valija diplomática contaminada con cocaína, el Ministerio del Interior de Ecuador sostiene que el ...|8 May. 2015|2015|crime
ecuador_elcomercio_2015_68|El Comercio|Pobreza en Ecuador se redujo al 25,8%|Entre el 2006 y 2014, la pobreza en Ecuador, medida por el consumo, se redujo del 38,3% al 25,8%, según información difundida la mañana de este lunes 13 ...|13 abr. 2015|2015|economi
ecuador_elcomercio_2015_69|El Comercio|La economía se desacelerará al 1,9% el 2015|El Banco Central del Ecuador (BCE) bajó la previsión de crecimiento de la economía ecuatoriana del 4,1% inicialmente previsto a 1,9%, ratificando otras ...|5 Jun. 2015|2015|economi
ecuador_elcomercio_2015_70|El Comercio|La 'Sombra' Espinoza, exmundialista con Ecuador en 2006, en ...|El exfutbolista imbabureño Giovanny 'La Sombra' Espinoza ingresó la madrugada del 5 de noviembre del 2015 al hospital Carlos Andrade Marín, en el ...|5 Nov. 2015|2015|polit
ecuador_elcomercio_2015_71|El Comercio|Ecuador y región española de Andalucía fomentarán las relaciones ...|El ministro de Comercio Exterior de Ecuador, Diego Aulestia Valencia, y el consejero de Economía de Andalucía (sur), Antonio Ramírez, acuerdan impulsar las ...|3 ago. 2015|2015|polit
ecuador_elcomercio_2015_72|El Comercio|Respeto y tolerancia|En una reciente entrevista en Ecuavisa, al responder sobre cómo debiera cambiar la actividad política en el Ecuador, el exvicepresidente Lenin Moreno usó, ...|6 Mar. 2015|2015|crime
ecuador_elcomercio_2015_73|El Comercio|La canasta comercial para Carchi ya está vigente|... fue publicada la Resolución 39 del Comité de Comercio Exterior (Comex) en el Registro ... En Ecuador incluye a Esmeraldas, Carchi, Sucumbíos e Imbabura.|15 Oct. 2015|2015|crime
ecuador_elcomercio_2015_74|El Comercio|Ecuador y Chile firmaron convenio para explotación minera en Intag|La mañana de hoy lunes 7 de diciembre del 2015 en la Casa Guayasamín en Quito la Empresa Nacional Minera del Ecuador (Enami) y Codelco de Chile ...|7 dic. 2015|2015|polit
ecuador_elcomercio_2015_75|El Comercio|La venta anticipada de crudo a Tailandia tiene una tasa del 7 ...|El presidente Rafael Correa reveló ayer (4 de agosto) parte de las condiciones de la venta anticipada de petróleo que realizó el Ecuador a Tailandia.|4 ago. 2015|2015|health
ecuador_elcomercio_2015_76|El Comercio|Menchú respalda a Ecuador en campaña contra Chevron por ...|La Premio Nobel de la Paz guatemalteca Rigoberta Menchú dio hoy su apoyo a la campaña del gobierno ecuatoriano en rechazo a la contaminación que dejó ...|3 Jun. 2015|2015|polit
ecuador_elcomercio_2015_77|El Comercio|El Ecuador y la CIDH|El 156º período de sesiones de la Comisión Interamericana de Derechos Humanos (CIDH) ha registrado el retorno de Ecuador a ese organismo con sede en ...|21 Oct. 2015|2015|polit
ecuador_elcomercio_2015_78|El Comercio|Tulcán fue declarada zona deprimida por la baja del comercio|Aulestia mencionó que la depreciación de peso colombiano implica que para ellos es más costoso comprar en Ecuador, pero más barato venderle. “Es por eso ...|18 ago. 2015|2015|economi
ecuador_elcomercio_2015_79|El Comercio|Dos de cada 10 niños trabajan en la Sierra centro de Ecuador|El informe 'Trabajo infantil en Ecuador: hacia un entendimiento integral de la problemática' lo revela. El documento fue presentado la mañana de este jueves ...|27 ago. 2015|2015|polit
ecuador_elcomercio_2015_80|El Comercio|Facebook es la red social más utilizada en el Ecuador y no tiene ...|En el Ecuador, cerca de un 98% de personas que están sobre la franja de edad de los 12 años tiene una cuenta en Facebook. Así lo demostraron los ...|15 abr. 2015|2015|polit
ecuador_elcomercio_2015_81|El Comercio|Ecuador seguirá dolarizado pese a difícil situación económica, dice ...|"Ecuador mantendrá el dolar como moneda, pese a la difícil situación ... su comercio, anunció este martes, 25 de agosto, el presidente Rafael Correa. ""Hemos ..."|25 ago. 2015|2015|economi
ecuador_elcomercio_2015_82|El Comercio|Molestia en Costa Rica por campaña turística ecuatoriana|La Cancillería de Costa Rica y el Instituto Costarricense de Turismo expresaron su malestar y su preocupación por la campaña que busca cautivar a los turistas ...|13 abr. 2015|2015|polit
ecuador_elcomercio_2015_83|El Comercio|Chile pide explicaciones a Ecuador por fijación unilateral de aranceles|"Chile anunció que realizará consultas a Ecuador por la ""fijación unilateral"" de salvaguardas arancelarias que asumió el gobierno ecuatoriano, y que causarían ..."|10 Mar. 2015|2015|polit
ecuador_elcomercio_2015_84|El Comercio|Ecuador ocupa el segundo lugar en el 'ranking' de los 'países más ...|Ecuador empató en el segundo lugar junto con Colombia y Guatemala, mientras que Paraguay se coronó como el país con los seres humanos más felices del ...|25 Mar. 2015|2015|economi
ecuador_elcomercio_2015_85|El Comercio (Ecuador)|El Régimen conserva el apoyo del sector de los transportistas|Y, en palabras del titular de la Confederación de Transportistas del Ecuador, Napoleón Cabrera, acogieron la “invitación para guardar mesura y prudencia”.|5 Nov. 2015|2015|economi
ecuador_elcomercio_2015_86|El Comercio|Ecuador lleva cinco legionarios al Sudamericano|Una Selección con mayor experiencia y participación internacional lleva Ecuador al Sudamericano Sub 20 Juventud de América, que comenzará el próximo 14 ...|10 ene. 2015|2015|polit
ecuador_elcomercio_2015_87|El Comercio|Rescatan en México a cuatro pescadores de Ecuador y Colombia que ...|La Marina de México rescató en la costa de Chiapas (sureste) a cuatro pescadores de Ecuador y Colombia que aparentemente salieron en una embarcación ...|2 Nov. 2015|2015|polit
ecuador_elcomercio_2015_88|El Comercio|Colombia y Ecuador firman un memorándum para combatir el trabajo ...|Mediante estos acuerdos, Colombia y Ecuador también intercambiarán sus experiencias para mejorar la capacitación de los trabajadores, apoyo a las ...|14 ene. 2015|2015|economi
ecuador_elcomercio_2015_89|El Comercio|Enlace Ciudadano 434, desde Santa Rosa,El Oro|Tenemos a la gloria del Ecuador, Lenin Preciado, medalla de oro en judo, .... No caigamos en sus titulares como de El Comercio, El Universo, Ecuavisa.|26 Jul. 2015|2015|polit
ecuador_elcomercio_2015_90|El Comercio|Petrobras demanda al Estado ecuatoriano por USD 830 millones|Una nueva demanda se suma a la lista de arbitrajes que el Ecuador enfrenta en cortes internacionales por más de USD 6 670 millones. La petrolera brasileña ...|8 Nov. 2015|2015|polit
ecuador_elcomercio_2015_91|El Comercio|Bachelet visitará Ecuador la próxima semana por reunión binacional|La presidenta de Chile, Michelle Bachelet, visitará Ecuador el 14 y 15 de octubre de 2015 con ocasión de celebrarse en Quito la cuarta reunión del Consejo ...|8 Oct. 2015|2015|polit
ecuador_elcomercio_2015_92|El Comercio|El FMI envió 10 recomendaciones a Ecuador|Luego de realizar una evaluación sobre el manejo económico del Ecuador, ... La Organización Mundial de Comercio anunció que el país se comprometió a ...|23 Oct. 2015|2015|crime
ecuador_elcomercio_2015_93|El Comercio|Ecuador recibe el certificado de récord Guinness por reforestación ...|En el certificado se resalta el hito mundial alcanzado por Ecuador, que reforestó 765 073 plantas en un área de 2 269 hectáreas en un periodo de ocho horas.|30 Jul. 2015|2015|health
ecuador_elcomercio_2015_94|El Comercio|Desbaratan red internacional de trata de ecuatorianas con fines ...|Ecuador, Colombia y Perú desarticularon una organización internacional de trata de mujeres, incluidas adolescentes que eran forzadas a prostituirse en Lima ...|4 Mar. 2015|2015|crime
ecuador_elcomercio_2015_95|El Comercio|El exministro Francisco Rivadeneira representará a Ecuador en el FMI|"El exministro de Comercio Exterior será el ""representante del Ecuador ante el Fondo Monetario"", señaló Correa, que ha mantenido duras críticas contra el ..."|2 May. 2015|2015|polit
ecuador_elcomercio_2015_96|El Comercio|Falleció el escritor Miguel Donoso Pareja|Su actual esposa Isabel Huerta de Donoso dijo a Diario EL COMERCIO que el ... empiezo a acordarme' (1994), 'Ecuador: identidad o esquizofrenia' (1998).|16 Mar. 2015|2015|polit
ecuador_elcomercio_2015_97|El Comercio|Christina Aguilera visitó Ecuador para luchar contra la desnutrición ...|La cantante de música pop, Christina Aguilera, visitó Ecuador entre el 20 y 23 de septiembre. El viaje de la artista fue para apoyar la lucha en contra de la ...|29 Sep. 2015|2015|crime
ecuador_elcomercio_2015_98|El Comercio|Los twitteros debatieron sobre la nueva Miss Ecuador|La elección de la guayaquileña Francesca Cipriani como la nueva Miss Ecuador fue motivo de debate en las redes sociales. Una de las favoritas era María ...|15 Mar. 2015|2015|polit
ecuador_elcomercio_2015_99|El Comercio (Ecuador)|Supercom emite amonestación al programa 'Ecuador Tiene Talento'|Además, en el oficio firmado por el superintendente Carlos Ochoa se indica que el programa 'Ecuador Tiene Talento' “tiene como finalidad promover el talento ...|21 Sep. 2015|2015|polit
ecuador_elcomercio_2015_100|El Comercio|Ecuador del tercer mundo|También se podría prohibir la lectura del Charlie Hebdo en Ecuador. Pocos periódicos con una sátira política tan punzante como Charlie Hebdo; ellos no se ...|5 Mar. 2015|2015|polit
ecuador_elcomercio_2015_101|El Comercio|La Selección ecuatoriana Sub 17 derrotó a la favorita Argentina|La selección de Ecuador Sub 17 inició con pie derecho el Sudamericano Masculino Sub 17 que se celebra en Paraguay. El combinado tricolor derrotó al ...|6 Mar. 2015|2015|polit
ecuador_elcomercio_2015_102|El Comercio|Las cifras laborales se deterioran en Ecuador|El desempleo en Ecuador se ubicó en 4,47% en junio 2015 frente al 4,65% registrado ... con el 26,64% de los empleados, seguida del Comercio con 18,43%.|16 Jul. 2015|2015|unemploy
ecuador_elcomercio_2015_103|El Comercio|Ecuador derrotó a Islas Vírgenes en el Preolímpico de Canadá|Ecuador debutó con una victoria en el Torneo de las Américas de Básquetbol Femenino, que comenzó esta tarde en Edmonton, Canadá. La Tricolor venció a ...|9 ago. 2015|2015|polit
ecuador_elcomercio_2015_104|El Comercio|River Plate Ecuador sorprendió a Barcelona Sporting Club a domicilio|La situación de River Plate de Ecuador, en cambio, es favorable ya que se ubica en tercer puesto por debajo de Independiente del Valle y Emelec, primero y ...|8 Feb. 2015|2015|polit
ecuador_elcomercio_2015_105|El Comercio|1,1 millones de madres son jefas de hogar en Ecuador|1,1 millones de madres son jefas de hogar en Ecuador ... cuenta que la madre ecuatoriana está tomando fuerza en el ámbito laboral, se ha venido ..... laborales que se generan para las mujeres están relacionadas con el área de comercio.|9 May. 2015|2015|polit
